order-id	tracking-id	expected-ship-date	asin	sku	product-name	quantity-purchased	invoice-id	package-identifier	ship-service-level	is-prime	pickup-slot	order-item-id	purchase-date	ship-postal-code	ship-country	ship-city	ship-state	carrier	verge-of-cancellation	verge-of-lateShipment
408-2107909-4856302	347840769606	2025-02-18T18:29:59+00:00	B09GFSZWLY	PrintedFlowerHat-Beige&Pink	SYGA Baby Turban Hat, Toddler Beanie Cap Infant Hat 6 Month-4 Years Cotton Floral Baby Cap Headwear Unisex With Big Flower Soft Cute Hat, Multicolor|1 Count	1	IN-310145	408-2107909-4856302	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46702922379882	2025-02-17T18:35:32+00:00	171009	IN	SHIMLA	HIMACHAL PRADESH	ATS	false	true
408-2107909-4856302	347840769606	2025-02-18T18:29:59+00:00	B07JW23923	BabyTumbler_Green	SYGA Plastic Baby Shampoo Cup Baby Shower Water Scoop Children Water Scorpion Baby Bath Tumbler(Green)	1	IN-310145	408-2107909-4856302	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46703378801162	2025-02-17T18:35:32+00:00	171009	IN	SHIMLA	HIMACHAL PRADESH	ATS	false	true
408-2107909-4856302	347840769606	2025-02-18T18:29:59+00:00	B0DDH7BXDW	BL-225	SYGA Girls Mesh Cotton Stockings, Mosquito-Proof Pantyhose with Bow Detail, Infant Leggings for 6-12 Months(White)	1	IN-310145	408-2107909-4856302	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46703378801202	2025-02-17T18:35:32+00:00	171009	IN	SHIMLA	HIMACHAL PRADESH	ATS	false	true
408-5922642-5590758	347840769644	2025-02-18T18:29:59+00:00	B09P53PT92	BabyLeggings-Black-12-24M	SYGA Baby Tights For Girls Soft Cotton Infant Leggings Toddler Solid Knit Socks Newborn Warm Crochet Pants Stockings - Black 12-24 Months	1	IN-309810	408-5922642-5590758	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46691221462002	2025-02-17T10:08:42+00:00	600006	IN	CHENNAI	TAMIL NADU	ATS	false	true
408-5922642-5590758	347840769644	2025-02-18T18:29:59+00:00	B09P5518B9	BabyLeggings-LightGrey-12-24M	SYGA Baby Tights For Girls Soft Cotton Infant Leggings Toddler Solid Knit Socks Newborn Warm Crochet Pants Stockings - Light Grey 12-24 Months	1	IN-309810	408-5922642-5590758	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46691221461922	2025-02-17T10:08:42+00:00	600006	IN	CHENNAI	TAMIL NADU	ATS	false	true
408-5922642-5590758	347840769644	2025-02-18T18:29:59+00:00	B09P55DPXG	BabyLeggings-White-12-24M	SYGA Baby Tights For Girls Soft Cotton Infant Leggings Toddler Solid Knit Socks Newborn Warm Crochet Pants Stockings - White 12-24 Months	1	IN-309810	408-5922642-5590758	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46691221461962	2025-02-17T10:08:42+00:00	600006	IN	CHENNAI	TAMIL NADU	ATS	false	true
403-2838208-7525932	347840772972	2025-02-18T18:29:59+00:00	B09P53YYQ5	BabyLeggings-Black-0-6M	SYGA Baby Tights For Girls Soft Cotton Infant Leggings Toddler Solid Knit Socks Newborn Warm Crochet Pants Stockings - Black 0-6 Months	1	IN-310200	403-2838208-7525932	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46718410872642	2025-02-17T21:49:45+00:00	394120	IN	KOSAMBA	GUJARAT	ATS	false	true
403-2838208-7525932	347840772972	2025-02-18T18:29:59+00:00	B09P55VZ7Q	BabyLeggings-Pink-0-6M	SYGA Baby Tights For Girls Soft Cotton Infant Leggings Toddler Solid Knit Socks Newborn Warm Crochet Pants Stockings - Pink 0-6 Months	1	IN-310200	403-2838208-7525932	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46718410872602	2025-02-17T21:49:45+00:00	394120	IN	KOSAMBA	GUJARAT	ATS	false	true
403-2838208-7525932	347840772972	2025-02-18T18:29:59+00:00	B09P54Q231	BabyLeggings-White-0-6M	SYGA Baby Tights For Girls Soft Cotton Infant Leggings Toddler Solid Knit Socks Newborn Warm Crochet Pants Stockings - White 0-6 Months	1	IN-310200	403-2838208-7525932	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46718410872522	2025-02-17T21:49:45+00:00	394120	IN	KOSAMBA	GUJARAT	ATS	false	true
403-0757343-2378718	347836461033	2025-02-18T18:29:59+00:00	B0CKXBDBQN	SOCKS-SET5-DARK-THEME	SYGA 5 Pairs Baby Girl & Baby Boy Socks, Toddlers Infant Cotton Stretch Crew Socks with Theme Design, Suitable for 0-2 Years baby	1	IN-310165	403-0757343-2378718	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46702859735122	2025-02-17T19:06:10+00:00	700135	IN	NEW TOWN	WEST BENGAL	ATS	false	true
402-0900022-0901927	164608068098	2025-02-18T18:29:59+00:00	B0D2HB2RGL	WAISTBELT-73	SYGA Women Waist Chain Embroidered Dress, Gold or Midnight, Thin Metal Design	1	IN-310164	402-0900022-0901927	SecondDay	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46704154479682	2025-02-17T19:10:47+00:00	400076	IN	MUMBAI	MAHARASHTRA	ATS	true	false
408-7744560-0765108	347836412189	2025-02-18T18:29:59+00:00	B01F31YDTO	3PCS NiddlesPins	Imported Double Needles Pins for Domestic Sewing Machine - 3 Pieces	1	IN-309984	408-7744560-0765108	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46697872880522	2025-02-17T14:48:25+00:00	122018	IN	GURUGRAM	HARYANA	ATS	false	true
406-0404427-3478760	164608068074	2025-02-18T18:29:59+00:00	B0CLXV27J3	WC-36	SYGABalaclava Face Cover for Women Winter Cap Comfortable Scarf Mask Ear Neck Protection (Above 15 Year) Light Khaki	1	IN-310048	406-0404427-3478760	SecondDay	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46700531868002	2025-02-17T16:39:13+00:00	382305	IN	Dehgam	GUJARAT	ATS	true	false
402-0734112-5201926	164608761265	2025-02-18T18:29:59+00:00	B07D1Q2PZW	Set Of 29 Beer Party Props	SYGA Large Beer Party Photo Booth Props Craft Item, Multi Colour(Set of 29)	1	IN-310119	402-0734112-5201926	SecondDay	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46703392220882	2025-02-17T18:06:32+00:00	380022	IN	AHMEDABAD Gitamandir road	GUJARAT	ATS	true	false
402-0734112-5201926	164608761265	2025-02-18T18:29:59+00:00	B06W9JC1ZH	New fun wedding props	Syga Fun Moment Wedding Party Photo Booth Props - Set of 12	1	IN-310119	402-0734112-5201926	SecondDay	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46703392220762	2025-02-17T18:06:32+00:00	380022	IN	AHMEDABAD Gitamandir road	GUJARAT	ATS	true	false
402-0734112-5201926	164608761265	2025-02-18T18:29:59+00:00	B085NVLWJZ	29_WeddingProps	SYGA Set of 29 Funny Wedding Family Party Photo Booth Props Craft Item	1	IN-310119	402-0734112-5201926	SecondDay	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46703101848042	2025-02-17T18:06:32+00:00	380022	IN	AHMEDABAD Gitamandir road	GUJARAT	ATS	true	false
402-0734112-5201926	164608761265	2025-02-18T18:29:59+00:00	B085NXKZDG	WeddingFilmyProps	SYGA Set of 16 Wedding Ceremony Party Props,Pre Wedding Party Props, Suitable Props for Wedding Theme Party Photo Booth Props	1	IN-310119	402-0734112-5201926	SecondDay	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46703101848002	2025-02-17T18:06:32+00:00	380022	IN	AHMEDABAD Gitamandir road	GUJARAT	ATS	true	false
408-3673895-8791541	347836460630	2025-02-18T18:29:59+00:00	B0DJGVT9VZ	BC-58	SYGA Baby Winter Cap Cute Cartoon Design Knitted Wool Warm Cap with Dome Style Suitable Age 2-5 Years (Red)	1	IN-309991	408-3673895-8791541	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46698018831962	2025-02-17T15:12:35+00:00	700136	IN	NEW TOWN	WEST BENGAL	ATS	false	true
404-6990721-0528300	164608070626	2025-02-18T18:29:59+00:00	B0DJBKR239	ICB-01-13	SYGA Baby Bow Jacquard Stretchable Headband With Uv Protection Round Sunglasses Stylish Combo For Toddlers And Kids (White, Black Frame, Free Size)	1	IN-310064	404-6990721-0528300	SecondDay	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46701243065042	2025-02-17T17:01:06+00:00	400077	IN	MUMBAI	MAHARASHTRA	ATS	true	false
406-0548526-0782735	347836414121	2025-02-18T18:29:59+00:00	B0DJ78MHBT	BS-142	SYGA Baby Long Socks Cotton, Over The Knee, No Tightness, High-Top, Bow Pattern- Suitable For 0-1 Year (White)	1	IN-310133	406-0548526-0782735	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46702502881042	2025-02-17T18:21:48+00:00	560086	IN	BENGALURU	KARNATAKA	ATS	false	true
404-7105194-8609948	347836463594	2025-02-18T18:29:59+00:00	B09HNNGCNW	HairRingZipper-FiveColours-100	SYGA 100 Pcs Multicolor Hair Bands Hair Ties 3mm for Women Ponytail Holder for Girls Stretchable Elastic HairRing - Five Colour	1	IN-310135	404-7105194-8609948	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46702915932442	2025-02-17T18:23:21+00:00	307001	IN	SIROHI	RAJASTHAN	ATS	false	true
405-8777376-3567504	347836461071	2025-02-18T18:29:59+00:00	B08VV2P2PS	DeskPad-Pink,Blue	SYGA Desk Pad Protector Waterproof PU Desk Mat Blotters on Desktop Laptop Computer Gaming Keyboard Mouse Pad Non-Slip Desk Writing Mat Cover for Office & Home 90CM * 45CM Pink & Blue	1	IN-310043	405-8777376-3567504	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46700873223122	2025-02-17T16:26:53+00:00	110062	IN	NEW DELHI	DELHI	ATS	false	true
171-0840769-8974703	347836412578	2025-02-18T18:29:59+00:00	B09DPGDBYG	Goggles-FrenzyRound-6-Cream	SYGA Kids Goggles, Frenzy Round Shape Uv Protected Eyewears For Boys And Girls, Suitable For Age 3 To 8 Years (Cream)	1	IN-310189	171-0840769-8974703	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46706060489802	2025-02-17T20:49:37+00:00	500019	IN	HYDERABAD	TELANGANA	ATS	false	true
403-2001259-5045919	164608088775	2025-02-18T18:29:59+00:00	B0DJFJC22Q	EM-46	SYGA Winter Earmuffs for Men's and Women's Foldable Simple Design Plush, Warm & Cozy For Kids, Adult (Black)	1	IN-310192	403-2001259-5045919	SecondDay	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46706488592242	2025-02-17T21:17:32+00:00	327001	IN	BANSWARA	RAJASTHAN	ATS	true	false
403-0352318-4754742	164608756285	2025-02-18T18:29:59+00:00	B075S9TRMH	Lining Strip Guard Protector_Green	SYGA Baby Safety Strip Furniture Edge Guard Cushion Corner Cover with Tape Infant Bump Protector (Green)	2	IN-310207	403-0352318-4754742	SecondDay	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46708250631282	2025-02-17T23:47:06+00:00	400706	IN	NAVI MUMBAI	MAHARASHTRA	ATS	true	false
407-5101217-7914756	347836464188	2025-02-18T18:29:59+00:00	B09ZQM44YT	Crown-Multicolor	SYGA Bridal Princess Girl Tiara and Rhinestone Crown Headband Hair Accessories for Women Wedding Ceremony Party (Multicolor)	1	IN-310152	407-5101217-7914756	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46703581628082	2025-02-17T18:40:51+00:00	530026	IN	VISAKHAPATNAM	ANDHRA PRADESH	ATS	false	true
406-9545469-2268369	347836461231	2025-02-18T18:29:59+00:00	B0CLRVY4MZ	WC-09	SYGA Winter Woolen Hat Men Ears Protection Beanie Knitted Hat Soft Plush Warm Cap (Above 15 Year) Black	1	IN-310139	406-9545469-2268369	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46702451215802	2025-02-17T18:25:44+00:00	560093	IN	BENGALURU	KARNATAKA	ATS	false	true
407-4185963-1356362	164608094608	2025-02-18T18:29:59+00:00	B0B3S2LCDZ	BucketHat-Giraffe-Blue	SYGA Baby Bucket Sun Hat for Sun Protection Cap Fishermans Hats Spring Cute Baby Cartoon Giraffe Cap for 6 Months - 3 Years Children (Blue)	1	IN-310185	407-4185963-1356362	SecondDay	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46704822947122	2025-02-17T20:36:51+00:00	302012	IN	JAIPUR	RAJASTHAN	ATS	true	false
171-5160258-4671550	347836408908	2025-02-18T18:29:59+00:00	B079JWNKPB	1UShapeBabySafetyLock_6	SYGA Sliding Child Safety Cabinet Locks, U Shaped Baby Proof Cupboard Kitchen Lock, Childproof Cabinet Latch Kid Safety for Knobs and Handles Home Furniture Door (Pack of 6)	1	IN-309832	171-5160258-4671550	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46693393164122	2025-02-17T10:41:28+00:00	411058	IN	PUNE	MAHARASHTRA	ATS	false	true
406-5348016-4864352	347836412417	2025-02-18T18:29:59+00:00	B0CV5R4KSL	BR-03	SYGA Adjustable Decorative Bookends for Home Office Metal Bookends for Heavy Books, Book Organizer for Desk Ideal Bookends for Shelves (Navy Blue)	1	IN-310106	406-5348016-4864352	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46701609215322	2025-02-17T17:39:52+00:00	590003	IN	BELAGAVI	KARNATAKA	ATS	false	true
406-1342646-9400351	347836408847	2025-02-18T18:29:59+00:00	B0D2HB2RGL	WAISTBELT-73	SYGA Women Waist Chain Embroidered Dress, Gold or Midnight, Thin Metal Design	1	IN-310132	406-1342646-9400351	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46702829844402	2025-02-17T18:21:30+00:00	562125	IN	Bengaluru	KARNATAKA	ATS	false	true
404-0175463-1725962	347836415272	2025-02-18T18:29:59+00:00	B0DDH5VYKH	BL-244	SYGA Girls Stockings, Mesh Cotton Pantyhose, Rabbit Design, Mosquito-Proof, Summer Leggings, Size L 4-6 Years old(White)	1	IN-309876	404-0175463-1725962	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46694435022362	2025-02-17T11:32:56+00:00	600048	IN	CHENNAI	TAMIL NADU	ATS	false	true
171-2845311-1320312	347836460722	2025-02-18T18:29:59+00:00	B09P55DPXG	BabyLeggings-White-12-24M	SYGA Baby Tights For Girls Soft Cotton Infant Leggings Toddler Solid Knit Socks Newborn Warm Crochet Pants Stockings - White 12-24 Months	1	IN-310158	171-2845311-1320312	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46702848422522	2025-02-17T18:52:50+00:00	600114	IN	CHENNAI	TAMIL NADU	ATS	false	true
171-9383630-0501934	347836413742	2025-02-18T18:29:59+00:00	B07K6G3X4G	8BonSticks_33CookieCutter	SYGA 33 Pieces Flower Fondant Cake Sugarcraft Decorating Kit Cookie Mould with 8 Bon Fondant for Cake	1	IN-310123	171-9383630-0501934	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46702468664322	2025-02-17T18:03:27+00:00	600095	IN	CHENNAI	TAMIL NADU	ATS	false	true
402-3304274-6094713	347836461316	2025-02-18T18:29:59+00:00	B08F9HQMWD	Beads_QL-0020	SYGA Plastic Beads for Kids Crafts Children's Jewelry Making Kit DIY Bracelets Necklace Hairband and Rings Craft Kits Birthday for 4, 5, 6, 7-Year-Old Little Girls(DIYBeadsSet-9) Multicolor	1	IN-309972	402-3304274-6094713	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46699136834842	2025-02-17T14:20:26+00:00	682021	IN	KALAMASSERY	KERALA	ATS	false	true
404-3905033-0857126	347836408762	2025-02-18T18:29:59+00:00	B0BQYYD596	BabyHatButton-Black	SYGA Baby Turban Winter Cap Handmade Woolen Warm Knit Infant Toddler Unisex Baby Hat 0-3 Years (Black)	1	IN-309767	404-3905033-0857126	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46691815815162	2025-02-17T09:17:19+00:00	600011	IN	CHENNAI	TAMIL NADU	ATS	false	true
407-8289208-2448365	164608761197	2025-02-18T18:29:59+00:00	B09GFTF6GH	PrintedFlowerHat-Yellow	SYGA Baby Turban Hat, Toddler Beanie Cap Infant Hat 6 Month-4 Years Cotton Floral Baby Cap Headwear Unisex With Big Flower Soft Cute Hat, Yellow Floral|1 Count	1	IN-309871	407-8289208-2448365	SecondDay	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46693665432282	2025-02-17T11:29:28+00:00	302033	IN	JAIPUR	RAJASTHAN	ATS	true	false
407-8289208-2448365	164608761197	2025-02-18T18:29:59+00:00	B0DJDC6LK2	BC-177	SYGA Baby Turban Flower Tire Cap, Toddler Beanie Hat, Cotton Headwear, Printed Brimless Headscarf for 0 to 4 Years Unisex (Peach, Peach Flower)	1	IN-309871	407-8289208-2448365	SecondDay	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46693665432162	2025-02-17T11:29:28+00:00	302033	IN	JAIPUR	RAJASTHAN	ATS	true	false
405-3526490-6989916	347836415234	2025-02-18T18:29:59+00:00	B0BQC8K6NW	ChildrenSmallBag-PinkCat	SYGA Children Girls Messenger Bag Coin Purse Small Bunny Rabbit Cat Cartoon Shoulder Bag (Pink (Cat))	1	IN-310215	405-3526490-6989916	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46744260326722	2025-02-18T01:13:19+00:00	211012	IN	PRAYAGRAJ	UTTAR PRADESH	ATS	false	true
171-7012124-7149167	347840768845	2025-02-18T18:29:59+00:00	B0DBM2ZSWG	BL-205	SYGA Girls Leggings Spring and Autumn Cotton Lace Tights for Toddlers Size S, Age 1-3 Years Old(Yellow)	1	IN-309903	171-7012124-7149167	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46697034733562	2025-02-17T12:28:50+00:00	560043	IN	BENGALURU	KARNATAKA	ATS	false	true
171-7012124-7149167	347840768845	2025-02-18T18:29:59+00:00	B0DHZYM43N	CBS-08	SYGA 2 Pairs Baby Socks Set - Over-the-Knee Length Cotton with Loose Mouth Design, Fit for Ages 6-12 Months (White, Yellow)	1	IN-309903	171-7012124-7149167	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46697034733482	2025-02-17T12:28:50+00:00	560043	IN	BENGALURU	KARNATAKA	ATS	false	true
404-2089218-3793137	347836464485	2025-02-18T18:29:59+00:00	B09NJNZ3LJ	WaistBandElastic-WP84-24	SYGA Women Metal Infinity Buckle Stretchy Skinny Belt, Golden(Fits Waist Size 26-36)	1	IN-309803	404-2089218-3793137	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46691967778162	2025-02-17T09:48:42+00:00	122103	IN	HSIIDC SOHNA	HARYANA	ATS	false	true
402-0277767-4879565	347836463198	2025-02-18T18:29:59+00:00	B0DJ77RP4H	CBS-31	SYGA 6 Pairs Above Knee Length Baby Socks Soft Cotton with Cute Big Bow Design in for 0-1 Years (6 Different Colors)	1	IN-310172	402-0277767-4879565	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46703330635362	2025-02-17T19:24:59+00:00	143521	IN	GURDASPUR	PUNJAB	ATS	false	true
406-5998008-1057129	347836460012	2025-02-18T18:29:59+00:00	B09NL1NYFB	WaistBelt-Red-PD38	SYGA Women's Bow Knot Skinny Stretchy Leather Thin Belt, Red (Pack of 1)	1	IN-310147	406-5998008-1057129	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46702930981002	2025-02-17T18:29:02+00:00	403002	IN	PANAJI	GOA	ATS	false	true
402-3295840-7053913	347836460746	2025-02-18T18:29:59+00:00	B0BB7KSDJZ	BabyLeggings-White-2-4Y	SYGA Baby Tights For Girls Soft Cotton Infant Leggings Toddler Solid Knit Stockings Socks Newborn Warm Crochet Pants (2-4 Years, White)	1	IN-310149	402-3295840-7053913	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46717815781042	2025-02-17T18:38:15+00:00	262122	IN	PURANPUR	UTTAR PRADESH	ATS	false	true
406-2037434-9939552	347836408991	2025-02-18T18:29:59+00:00	B0CM6PT7LM	WP-108	SYGA WOMEN'S SHOULDER CROSS BODY PURCE OXFORD CLOTH Multi Tropical style MULTI PURPOSE BAG	1	IN-310039	406-2037434-9939552	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46698482061282	2025-02-17T16:09:29+00:00	500037	IN	HYDERABAD	TELANGANA	ATS	false	true
408-6089888-8437124	347836460791	2025-02-18T18:29:59+00:00	B0CVS4CS24	SK-03	SYGA Tights For Girls Soft Cotton Infant Leggings Toddler One Side Flower Stockings Pants, Suitable For All Seasons (4-6 Years, Pink)	1	IN-310085	408-6089888-8437124	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46702005085642	2025-02-17T17:17:30+00:00	141001	IN	LUDHIANA	PUNJAB	ATS	false	true
407-0551522-3711545	347836413612	2025-02-18T18:29:59+00:00	B0D22G8PMX	SWIM-04	SYGA Children's Swimsuit Short Sleeve Big Red Shark-M Size Perfect for Kids Age 3-4 Years Old (Red)	1	IN-310137	407-0551522-3711545	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46702865608322	2025-02-17T18:25:50+00:00	121004	IN	FARIDABAD	HARYANA	ATS	false	true
406-7563019-5506729	347836412493	2025-02-18T18:29:59+00:00	B09DPHD3HB	Goggles-Monkey-Offwhite	SYGA Kids Goggles, Uv Protection Eyewears With Round Shape Monkey Style, Suitable For Age 3 To 8 Years - Off White - Polarized	1	IN-309807	406-7563019-5506729	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46693391616002	2025-02-17T09:55:43+00:00	190019	IN	SRINAGAR	JAMMU & KASHMIR	ATS	false	true
404-8543330-3301123	347836412455	2025-02-18T18:29:59+00:00	B07G3855TW	SteamerPlate	SYGA Medium Stainless Steel Steamer Basket for Vegetable/Insert for Pots, Pans steam boiling (6.5"-10")	1	IN-309827	404-8543330-3301123	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46693642623362	2025-02-17T10:37:12+00:00	440001	IN	NAGPUR	MAHARASHTRA	ATS	false	true
402-8292380-2001957	347836463938	2025-02-18T18:29:59+00:00	B0BB7LLVF3	BabyLeggings-White-4-6Y	SYGA Baby Tights For Girls Soft Cotton Infant Leggings Toddler Solid Knit Stockings Socks Newborn Warm Crochet Pants (4-6 Years, White)	1	IN-310046	402-8292380-2001957	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46700023972522	2025-02-17T16:28:33+00:00	683565	IN	KUNNATHUNAD	KERALA	ATS	false	true
171-2409611-1746766	347836463129	2025-02-18T18:29:59+00:00	B0CLYF21GF	WAISTBELT-133	SYGA Jeans Belt Elastic Women's Punch-Free Decoration Flower Buckle Style Lazy Belt,Black	1	IN-310074	171-2409611-1746766	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46700309297882	2025-02-17T16:47:21+00:00	683572	IN	Angamaly	KERALA	ATS	false	true
403-2056034-0989969	347836409165	2025-02-18T18:29:59+00:00	B09DPHD3HB	Goggles-Monkey-Offwhite	SYGA Kids Goggles, Uv Protection Eyewears With Round Shape Monkey Style, Suitable For Age 3 To 8 Years - Off White - Polarized	1	IN-310140	403-2056034-0989969	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46702620493922	2025-02-17T18:27:35+00:00	503001	IN	Nizamabad	TELANGANA	ATS	false	true
407-2512083-6731518	347836414176	2025-02-18T18:29:59+00:00	B09H35WRGH	WaistChain-EL95-19	SYGA Pearl Adjustable Waist Belt with Hollowed Tassel Detail, Suitable Size for Waist 24-36 CM	1	IN-309998	407-2512083-6731518	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46698168284202	2025-02-17T15:07:11+00:00	110096	IN	New Delhi	DELHI	ATS	false	true
402-5755057-3648339	347836460142	2025-02-18T18:29:59+00:00	B0D1KG3P16	WAISTBELT-04	SYGA Women's Metal Waist Chain Dress Decorative Chain Adjustable Waist Thin Belt(Gold)	1	IN-310194	402-5755057-3648339	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46706535889762	2025-02-17T21:12:13+00:00	110015	IN	NEW DELHI	DELHI	ATS	false	true
407-4342828-7369114	347836414503	2025-02-18T18:29:59+00:00	B09DPHR5R7	Goggles-PigStyle-Pink	SYGA Kids Goggles, Modern Stylish Polarized Eyewears for Boy's and Girls, PigStyle - 3 to 8 years (Pink)	1	IN-310151	407-4342828-7369114	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46703746196082	2025-02-17T18:42:03+00:00	302020	IN	JAIPUR	RAJASTHAN	ATS	false	true
408-0171275-4013117	347836414060	2025-02-18T18:29:59+00:00	B07RWXYYRP	ShoulderStrap_Orange	SYGA 1 Piece Orange Coloured DSLR Camera Shoulder Strap	1	IN-310120	408-0171275-4013117	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46701393116642	2025-02-17T18:04:38+00:00	110025	IN	New Delhi	DELHI	ATS	false	true
403-3113230-3734739	347836460852	2025-02-18T18:29:59+00:00	B0CVDRZLMD	BC-09	SYGA Baby Cap Flower Wool Warm Knitted Streachable Hat Infant Toddler Baby Cap 0-3 Years (Off-White)	1	IN-309988	403-3113230-3734739	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46698540963442	2025-02-17T14:55:16+00:00	532421	IN	NARASANNAPETA	ANDHRA PRADESH	ATS	false	true
403-8533306-2960328	347845789999	2025-02-18T18:29:59+00:00	B09BCFPLPS	10L_WaterPouch_BlueValve	Syga 10 Liters Portable Collapsible Water Storage Tank Water Container Water Carrier Lifting Bag Camping Hiking Survival Kit Tool, Plastic- Blue with Valve	1	IN-310333	403-8533306-2960328	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46741625664882	2025-02-18T05:59:47+00:00	814154	IN	MAHAGMA	JHARKHAND	ATS	false	true
403-2817739-4245140	347845792180	2025-02-18T18:29:59+00:00	B0D22HHLKJ	SWIM-14	SYGA Children's Swimsuit Long Sleeve Yellow Hair Barbie Mermaid-L Size Perfect for Kids Age 5-6 Years Old (Purple)	1	IN-310346	403-2817739-4245140	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46746122509402	2025-02-18T06:32:39+00:00	411045	IN	PUNE	MAHARASHTRA	ATS	false	true
402-8323854-9240331	347845777460	2025-02-18T18:29:59+00:00	B08WL8W697	73FondantCookieCutters	SYGA New 73Pcs/Set Fondant Cake Cutters Decorating Tools Plunger Candy Sugarcraft Flower Modelling Cutter Mold Bakeware Tools	1	IN-310340	402-8323854-9240331	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46736910093802	2025-02-18T06:18:45+00:00	500098	IN	HYDERABAD	TELANGANA	ATS	false	true
402-2771059-8432307	347845788800	2025-02-18T18:29:59+00:00	B0776SB8K7	Stainless Steel Steamer_Small	SYGA Stainless Steel Vegetable Steamer Basket/Insert for Pots, Pans, Crock Pots & More. 5.6" to 9"	1	IN-310262	402-2771059-8432307	Standard	true	Tue, Feb 18 2025, 4:00 PM-5:00 PM	46744257667282	2025-02-18T04:15:19+00:00	110094	IN	NEW SABHAPUR GUJRAN, KARAWAL NAGAR	DELHI	ATS	false	true
